customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
4879,42,Female,Rural,Salaried,2,9,School,0,0,1,727,731,business,3430978,36,,,,,,,,,,,,3167057.0,8.0,Retail,4Q94HE3DP3A4E2L,13.0,115603.20805635072,0.4380213228483758,0.12273265277060537,Approved,0
4880,49,Female,Rural,Student,0,13,School,0,0,4,583,551,education,451854,120,,,,,,,,516089.0,XYZ College,43.0,41498.0,,,,,10.0,5971.283906297165,0.1438932938044524,0.4920109914605952,Rejected,289072
4881,38,Female,Semi-Urban,Self-employed,10,13,Graduate,1702224,141852,0,706,686,home,3546300,240,5006839.718893795,City Center,884586.2280848098,Land,,,,,,,,,,,,8.5,30775.615324841932,0.2169558083413835,0.3265759661021589,Approved,0
4882,26,Female,Urban,Salaried,19,15,School,0,0,3,795,746,business,1286528,36,,,,,,,,,,,,1543834.0,3.0,Manufacturing,MRFYWPDZC49AUG5,13.0,43348.21268289122,0.3369394327335029,0.19904556949349506,Approved,0
4883,44,Male,Semi-Urban,Self-employed,2,11,Postgraduate,0,0,1,467,426,business,9675666,240,,,,,,,,,,,,3138054.0,14.0,Retail,A97L15PB1YARVMQ,13.0,113357.75276041316,0.43348299077229324,0.7236422292070812,Rejected,7163445
4884,41,Female,Urban,Salaried,6,2,Graduate,1271748,105979,3,694,689,gold,236130,240,,,,,52.0,24.0,312000.0,,,,,,,,,11.0,2437.3064509175756,0.02299801329430902,0.015722033531225168,Rejected,155806
4885,22,Male,Semi-Urban,Student,0,2,Postgraduate,0,0,3,728,733,education,921804,120,,,,,,,,957167.0,ABC University,48.0,71346.0,,,,,10.0,12181.707786055567,0.17074128593131455,0.1470175881136504,Approved,0
4886,31,Female,Semi-Urban,Student,0,4,Postgraduate,0,0,1,699,650,education,343890,60,,,,,,,,355619.0,National Institute,31.0,65971.0,,,,,10.0,7306.6462057580675,0.11075542595622422,0.17909013417044192,Approved,0
4887,31,Female,Urban,Salaried,13,9,Graduate,0,0,0,443,461,business,2816689,180,,,,,,,,,,,,3072752.0,3.0,Services,B3E9XFPVXZ81FIF,13.0,35637.93694910818,0.13917662193021052,0.549375388376981,Rejected,1975882
4888,39,Female,Rural,Salaried,16,6,Postgraduate,0,0,3,436,426,business,4683130,24,,,,,,,,,,,,1440963.0,7.0,Manufacturing,NERD0UV7ZSYMQT0,13.0,222644.53561865404,1.8541311799288729,0.8565611475244822,Rejected,1515469
4889,21,Male,Semi-Urban,Salaried,17,5,School,658944,54912,0,698,745,home,2251392,180,2759437.088892013,Suburban,633122.3941776721,Independent House,,,,,,,,,,,,8.5,22170.347627972173,0.40374321874949326,0.11128062812874012,Approved,0
4890,23,Male,Semi-Urban,Salaried,17,7,Graduate,0,0,1,730,709,business,4020168,180,,,,,,,,,,,,3216134.0,10.0,Services,TWNV6PPE2WMO65T,13.0,50864.86073145538,0.1897863486961254,0.020278743130208478,Approved,0
4891,24,Female,Semi-Urban,Self-employed,5,7,Graduate,1296192,108016,0,594,562,home,3240480,60,5148882.0067099845,Town,637559.6345975539,Land,,,,,,,,,,,,8.5,66483.40943468304,0.6154959398115375,1.0,Rejected,3158897
4892,51,Female,Urban,Salaried,18,14,School,0,0,0,804,771,business,2543025,180,,,,,,,,,,,,1173704.0,11.0,Services,G96DESSL9A8HVMI,13.0,32175.424624445877,0.3289629203728968,0.03412311030091395,Rejected,1631173
4893,27,Male,Urban,Salaried,5,11,School,626688,52224,4,719,749,gold,730399,24,,,,,175.0,24.0,1050000.0,,,,,,,,,11.0,34042.318410903375,0.6518519916303496,0.4638388515011564,Rejected,560249
4894,54,Male,Semi-Urban,Salaried,2,10,Postgraduate,1158480,96540,2,629,674,home,3958140,120,5143640.762812466,Suburban,1532044.6630425425,Land,,,,,,,,,,,,8.5,49075.271456175746,0.5083413243854956,0.42004818138562394,Rejected,2779403
4895,26,Male,Urban,Self-employed,6,14,School,1353648,112804,0,602,576,home,4060944,60,6059787.720402676,Suburban,995057.747141308,Apartment,,,,,,,,,,,,8.5,83316.48479340083,0.7385951277738452,0.6069296938173092,Rejected,3298920
4896,40,Female,Rural,Self-employed,15,2,Graduate,1345332,112111,0,771,721,gold,727752,60,,,,,178.0,24.0,1068000.0,,,,,,,,,11.0,15823.091875962184,0.1411377284652013,0.3366210419978206,Approved,0
4897,33,Female,Semi-Urban,Self-employed,9,5,School,0,0,4,781,752,business,10403467,60,,,,,,,,,,,,3671812.0,7.0,Retail,BYBC1DVHWVN5CI1,13.0,236710.84456417538,0.7736044587168691,0.6449268797616091,Rejected,8068827
4898,30,Male,Urban,Self-employed,6,11,School,361848,30154,1,674,706,home,1628316,120,2814438.8818022553,Suburban,444648.2754016636,Independent House,,,,,,,,,,,,8.5,20188.788096538847,0.6695227199223601,0.7990899316114203,Rejected,1216027
4899,29,Male,Semi-Urban,Salaried,2,10,School,1169820,97485,0,700,663,home,4386825,180,7551461.245024793,City Center,1271753.946586388,Independent House,,,,,,,,,,,,8.5,43198.80111196941,0.44313280106651703,0.1777248024499606,Approved,0
4900,52,Female,Rural,Student,0,6,Postgraduate,0,0,3,603,615,education,1105625,180,,,,,,,,1332280.0,ABC University,34.0,98835.0,,,,,10.0,11881.102832660375,0.12021149221086028,0.1367422908761167,Rejected,717494
4901,36,Female,Rural,Student,0,9,Graduate,0,0,0,770,766,education,700013,12,,,,,,,,839578.0,XYZ College,32.0,82593.0,,,,,10.0,61542.26396754092,0.7451268747659114,0.5264485744261755,Rejected,563673
4902,25,Male,Semi-Urban,Salaried,4,5,School,1294236,107853,0,726,754,gold,555410,12,,,,,135.0,22.0,810000.0,,,,,,,,,11.0,49088.056959483576,0.45513854004509446,0.11506840129379646,Approved,0
4903,42,Female,Rural,Salaried,8,8,School,630276,52523,2,621,589,gold,346299,240,,,,,74.0,24.0,444000.0,,,,,,,,,11.0,3574.45808091435,0.0680551012111713,0.04741808699371879,Rejected,247360
4904,34,Male,Urban,Self-employed,17,10,Graduate,1587768,132314,4,627,644,gold,214258,12,,,,,59.0,24.0,354000.0,,,,,,,,,11.0,18936.47739152164,0.14311771537041915,0.2925312171781941,Approved,0
4905,32,Male,Rural,Salaried,2,15,Postgraduate,0,0,2,730,743,business,5781097,240,,,,,,,,,,,,3468658.0,7.0,Manufacturing,GWRRZHHZW43UM8U,13.0,67729.92829743878,0.2343151557660817,0.17124263479077284,Approved,0
4906,26,Female,Urban,Salaried,10,9,Graduate,984024,82002,1,817,837,gold,434926,240,,,,,109.0,24.0,654000.0,,,,,,,,,11.0,4489.255687425475,0.054745685317741946,0.07362002057140614,Approved,0
4907,39,Female,Rural,Salaried,14,4,Graduate,1061568,88464,0,600,558,gold,237741,60,,,,,65.0,24.0,390000.0,,,,,,,,,11.0,5169.06540371325,0.05843128734528452,0.09719068745562112,Rejected,143948
4908,38,Female,Rural,Student,0,2,Postgraduate,0,0,1,803,779,education,199632,24,,,,,,,,200052.0,XYZ College,43.0,98854.0,,,,,10.0,9212.003934611126,0.09318797352268118,0.15517883041095537,Approved,0
4909,36,Female,Urban,Self-employed,16,10,School,0,0,2,444,454,business,10745794,120,,,,,,,,,,,,3306398.0,6.0,Services,VTADL8WJEBIMSCH,13.0,160446.24537828288,0.5823119130060551,1.0,Rejected,7996054
4910,27,Female,Semi-Urban,Student,0,12,Graduate,0,0,1,822,824,education,455285,120,,,,,,,,649216.0,ABC University,42.0,114148.0,,,,,10.0,6016.624824121298,0.052708981533809596,0.09868615576820217,Approved,0
4911,29,Female,Rural,Self-employed,8,7,Postgraduate,2174172,181181,4,707,709,home,5254249,60,8824443.72395573,Suburban,2449262.2767743724,Apartment,,,,,,,,,,,,8.5,107798.96420862773,0.5949794084844864,0.7340162379391928,Rejected,3539423
4912,32,Female,Rural,Self-employed,14,13,Postgraduate,0,0,1,622,670,business,4010154,36,,,,,,,,,,,,3437275.0,11.0,Services,KZ7VOEPIUIIOR45,13.0,135117.93640180933,0.4717153084410506,0.26140124005799464,Approved,0
4913,48,Female,Urban,Self-employed,4,2,Graduate,2359968,196664,3,672,628,home,7669896,24,12524653.836382562,Town,1322795.186814413,Independent House,,,,,,,,,,,,8.5,348640.29895004333,1.7727713203740558,0.6556681670356106,Rejected,2595900
4914,22,Female,Semi-Urban,Self-employed,9,6,Postgraduate,516084,43007,3,577,595,home,1763287,240,2639691.7107296833,Town,482145.0336671858,Apartment,,,,,,,,,,,,8.5,15302.214256914123,0.35580752567986895,0.6081493986558855,Rejected,1221142
4915,53,Male,Urban,Self-employed,19,15,School,549804,45817,3,699,667,gold,156191,60,,,,,37.0,24.0,222000.0,,,,,,,,,11.0,3395.970802139203,0.07412032219785676,0.3713411802438293,Approved,0
4916,37,Male,Urban,Student,0,2,School,0,0,1,675,658,education,356406,240,,,,,,,,378714.0,National Institute,24.0,58673.0,,,,,10.0,3439.3950443424724,0.05861972362658246,0.10590500916008955,Approved,0
4917,50,Male,Rural,Student,0,10,Graduate,0,0,0,721,696,education,710416,60,,,,,,,,907403.0,National Institute,47.0,65896.0,,,,,10.0,15094.240515600402,0.22906155936021005,0.1816656333723236,Approved,0
4918,44,Male,Urban,Salaried,9,10,Graduate,478020,39835,0,824,795,home,1752740,12,2586109.5869230353,Town,587011.6919442145,Apartment,,,,,,,,,,,,8.5,152873.601509103,3.8376704282440817,0.4049909612140716,Rejected,228360
4919,44,Male,Semi-Urban,Student,0,13,School,0,0,4,712,731,education,1112658,24,,,,,,,,1181639.0,National Institute,24.0,39858.0,,,,,10.0,51343.5214488486,1.2881610077989012,0.5131652219386327,Rejected,431878
4920,40,Female,Rural,Salaried,16,6,Graduate,1307460,108955,1,703,744,gold,501447,12,,,,,108.0,24.0,648000.0,,,,,,,,,11.0,44318.71752068231,0.40676166785078527,0.10577100535952243,Approved,0
4921,33,Male,Rural,Self-employed,12,14,School,0,0,3,718,691,business,5964036,24,,,,,,,,,,,,2982018.0,12.0,Services,N8L5JY80C3XZ5JS,13.0,283541.14142313687,1.1410037421228316,0.7974688717334519,Rejected,3136205
4922,51,Male,Urban,Self-employed,16,4,Graduate,582528,48544,0,718,720,home,2718464,24,4575245.608064129,Town,1158120.3529727946,Apartment,,,,,,,,,,,,8.5,123569.61576075225,2.545517793357619,0.7517547228224817,Rejected,533971
4923,36,Male,Rural,Self-employed,19,9,Postgraduate,1270320,105860,4,785,762,home,4446120,180,6198886.710684241,Town,1669523.5449731334,Land,,,,,,,,,,,,8.5,43782.7024328414,0.4135906143287493,0.2757369066204954,Approved,0
4924,33,Male,Urban,Self-employed,4,8,Postgraduate,0,0,4,798,820,business,3773346,60,,,,,,,,,,,,2156198.0,2.0,Manufacturing,22XSVCRJUVTIWRW,13.0,85855.21715913099,0.47781447061428123,0.2203896317233742,Approved,0
4925,35,Male,Semi-Urban,Student,0,2,Graduate,0,0,0,804,783,education,225006,36,,,,,,,,245304.0,ABC University,31.0,85656.0,,,,,10.0,7260.310721736618,0.08476126274559422,0.031716964879265654,Approved,0
4926,45,Male,Rural,Self-employed,3,13,Graduate,1766184,147182,0,728,690,home,5887280,12,10104671.357896237,Suburban,1399587.7952314182,Independent House,,,,,,,,,,,,8.5,513487.280881655,3.488791298403711,0.7781913290579058,Rejected,1012490
4927,45,Female,Rural,Salaried,20,7,Graduate,1603152,133596,2,611,630,home,2671920,120,4177209.0171168614,Suburban,914348.8770291937,Apartment,,,,,,,,,,,,8.5,33127.98418175838,0.24797137774902228,0.03217769851748933,Approved,0
4928,51,Female,Rural,Self-employed,18,7,Postgraduate,430152,35846,1,713,724,home,1792300,36,2820375.5183132193,Town,439036.5178656986,Apartment,,,,,,,,,,,,8.5,56578.497324241944,1.5783768711778705,0.765967606543211,Rejected,567767
4929,38,Female,Urban,Salaried,4,11,School,1494012,124501,2,691,700,gold,246697,60,,,,,54.0,22.0,324000.0,,,,,,,,,11.0,5363.790544751842,0.04308230893528439,0.1711009227457444,Approved,0
4930,21,Male,Semi-Urban,Student,0,5,Graduate,0,0,1,436,434,education,823978,180,,,,,,,,975464.0,ABC University,28.0,98648.0,,,,,10.0,8854.509756788995,0.08975863430367564,0.5368801150185913,Rejected,613069
4931,24,Female,Urban,Self-employed,20,1,Postgraduate,1673676,139473,4,713,720,gold,477070,240,,,,,131.0,22.0,786000.0,,,,,,,,,11.0,4924.261163508439,0.035306196636685515,0.3303277933433906,Approved,0
4932,40,Female,Rural,Self-employed,18,11,School,382488,31874,1,714,729,home,1689322,180,2178276.5930041396,Town,396466.65704794606,Apartment,,,,,,,,,,,,8.5,16635.421994739794,0.5219119657005645,0.7556246807384863,Rejected,1618397
4933,27,Female,Semi-Urban,Self-employed,4,14,Postgraduate,0,0,2,623,670,business,9619272,240,,,,,,,,,,,,2959776.0,9.0,Services,6SA4GO0PQDZR2RR,13.0,112697.05435379487,0.4569145273985391,0.3574176147793009,Approved,0
4934,48,Female,Semi-Urban,Self-employed,18,12,Graduate,363528,30294,4,817,767,home,636174,120,1112384.9736574176,Suburban,220801.7517067395,Apartment,,,,,,,,,,,,8.5,7887.647163405325,0.2603699466364734,0.23132132201252267,Approved,0
4935,31,Female,Semi-Urban,Salaried,6,13,Graduate,1057968,88164,3,686,675,home,2733084,60,3702432.0752408463,Town,829380.340041834,Independent House,,,,,,,,,,,,8.5,56073.40350546255,0.6360124711385888,0.5302759130486785,Rejected,2578331
4936,24,Male,Rural,Salaried,20,2,Graduate,859632,71636,4,620,594,gold,659785,12,,,,,142.0,24.0,852000.0,,,,,,,,,11.0,58312.89256767591,0.8140165917649772,0.45276855373236724,Rejected,405265
4937,51,Male,Rural,Self-employed,5,2,School,0,0,0,618,625,business,9655571,12,,,,,,,,,,,,4634674.0,2.0,Manufacturing,JIVQ0GSYU2M2YDP,13.0,862409.2971613734,2.2329319313368066,0.693717944186693,Rejected,2594500
4938,41,Female,Urban,Salaried,18,1,Graduate,1329444,110787,0,601,624,home,6093285,12,8639914.589261513,City Center,1421800.6788782894,Apartment,,,,,,,,,,,,8.5,531454.9921673464,4.797088035305102,0.5496724593453587,Rejected,762123
4939,51,Male,Rural,Salaried,15,15,School,1285560,107130,3,472,443,gold,332185,12,,,,,82.0,22.0,492000.0,,,,,,,,,11.0,29359.061235998728,0.2740507909642372,0.4161928345657151,Rejected,240261
4940,25,Male,Rural,Student,0,6,School,0,0,2,574,621,education,661261,240,,,,,,,,875908.0,National Institute,34.0,35693.0,,,,,10.0,6381.311780432842,0.1787832846897947,0.4366754752535831,Approved,0
4941,54,Male,Semi-Urban,Student,0,8,School,0,0,4,676,715,education,1127451,12,,,,,,,,1397440.0,XYZ College,28.0,42570.0,,,,,10.0,99120.85497336189,2.3284203658295017,0.4959994826575295,Rejected,242106
4942,38,Female,Semi-Urban,Self-employed,14,1,Graduate,1384896,115408,3,720,717,home,2654384,24,4279336.112977287,Town,501758.45141629875,Land,,,,,,,,,,,,8.5,120656.81611435302,1.045480522271879,0.6545187052783331,Rejected,1523348
4943,52,Female,Rural,Self-employed,13,13,Graduate,0,0,0,680,687,business,7637952,60,,,,,,,,,,,,3160532.0,7.0,Services,JH9O3HNX5ZXDQWS,13.0,173786.87976427784,0.6598390894859897,0.6844122678548258,Rejected,6945286
4944,27,Male,Semi-Urban,Salaried,5,5,Postgraduate,0,0,3,703,701,business,9298460,60,,,,,,,,,,,,4463261.0,9.0,Services,7C1JW9LLEG4MZS2,13.0,211568.5395787964,0.568826800616311,0.49039052507134817,Rejected,6534069
4945,41,Female,Urban,Student,0,5,School,0,0,3,689,700,education,286843,120,,,,,,,,317284.0,XYZ College,35.0,31425.0,,,,,10.0,3790.651381937523,0.12062534230509223,0.06562237461389135,Approved,0
4946,46,Female,Semi-Urban,Salaried,13,8,Graduate,0,0,1,428,406,business,2201915,36,,,,,,,,,,,,1887356.0,5.0,Retail,YZTQX1KUHPBZ95P,13.0,74191.21832532865,0.47171525663623814,0.5056059385220527,Rejected,1424391
4947,33,Male,Semi-Urban,Self-employed,18,14,Graduate,717168,59764,4,724,759,gold,707813,24,,,,,151.0,22.0,906000.0,,,,,,,,,11.0,32989.63377739667,0.5519984234220714,0.6997657031595941,Rejected,641137
4948,40,Male,Urban,Student,0,5,Postgraduate,0,0,2,701,699,education,311230,24,,,,,,,,330169.0,ABC University,37.0,40571.0,,,,,10.0,14361.68542402531,0.3539889434331249,0.02456443850393273,Approved,0
4949,42,Female,Rural,Self-employed,13,6,School,2166828,180569,2,691,680,home,10111864,180,17364018.3302468,Suburban,4114762.7361830673,Independent House,,,,,,,,,,,,8.5,99575.52485163721,0.5514541524383322,0.7581768449066748,Rejected,8074928
4950,42,Male,Urban,Self-employed,10,9,Postgraduate,491520,40960,3,676,628,home,1064960,24,1850492.995739726,Town,319126.4657896074,Apartment,,,,,,,,,,,,8.5,48408.475521680884,1.1818475469160372,0.6940320239613702,Rejected,450549
4951,26,Female,Rural,Self-employed,11,7,Postgraduate,1438152,119846,2,794,776,home,4554148,120,6397140.7223071875,Suburban,1541572.8790677127,Independent House,,,,,,,,,,,,8.5,56464.91770164772,0.47114561772314234,0.23696182724328582,Approved,0
4952,22,Female,Rural,Student,0,2,Postgraduate,0,0,0,703,657,education,652077,60,,,,,,,,719840.0,XYZ College,31.0,89380.0,,,,,10.0,13854.709174189722,0.15500905319075545,0.060201313788247425,Approved,0
4953,27,Female,Rural,Student,0,3,School,0,0,1,604,626,education,378854,120,,,,,,,,431315.0,XYZ College,41.0,31708.0,,,,,10.0,5006.583527060304,0.15789654115870772,0.09297428899618437,Approved,0
4954,33,Male,Semi-Urban,Salaried,12,13,School,0,0,0,814,816,business,6336409,12,,,,,,,,,,,,2715604.0,13.0,Services,D2QEEZVMN7ZWICP,13.0,565950.7896754114,2.5008835883674263,0.4760658395326032,Rejected,1520201
4955,33,Male,Semi-Urban,Student,0,5,Postgraduate,0,0,3,703,673,education,1165276,24,,,,,,,,1472636.0,ABC University,40.0,45096.0,,,,,10.0,53771.575182876055,1.1923801486357117,0.5333506279367939,Rejected,488634
4956,28,Female,Rural,Self-employed,1,13,Postgraduate,1268196,105683,4,607,564,gold,276719,180,,,,,61.0,22.0,366000.0,,,,,,,,,11.0,3145.1796713342496,0.02976050709512646,0.2929588826894983,Rejected,206843
4957,28,Male,Semi-Urban,Salaried,2,8,Postgraduate,1058424,88202,2,717,675,gold,701663,180,,,,,177.0,22.0,1062000.0,,,,,,,,,11.0,7975.080148914255,0.09041835954869794,0.1046018336223912,Approved,0
4958,21,Female,Rural,Self-employed,10,10,School,336468,28039,4,781,821,gold,438418,12,,,,,108.0,24.0,648000.0,,,,,,,,,11.0,38748.10996572419,1.381936230454873,0.6174255840517122,Rejected,126900
4959,22,Female,Semi-Urban,Student,0,12,Graduate,0,0,4,728,696,education,1199858,240,,,,,,,,1466241.0,ABC University,26.0,84846.0,,,,,10.0,11578.8894101521,0.13646947894010442,0.10714351834709859,Approved,0
4960,35,Female,Semi-Urban,Self-employed,18,1,Graduate,417516,34793,2,720,766,home,1113376,12,1662113.9513505865,Suburban,425085.997746325,Independent House,,,,,,,,,,,,8.5,97108.41251628826,2.791033038722969,0.7499380293663825,Rejected,199456
4961,54,Female,Rural,Self-employed,19,2,School,694380,57865,1,730,734,gold,422761,180,,,,,89.0,22.0,534000.0,,,,,,,,,11.0,4805.088566498646,0.0830396365073645,0.25563993942938334,Rejected,330702
4962,27,Male,Urban,Student,0,9,School,0,0,0,808,800,education,555062,12,,,,,,,,769874.0,ABC University,29.0,76839.0,,,,,10.0,48798.768197663754,0.6350781269623987,0.44376410661334603,Rejected,437003
4963,47,Male,Rural,Salaried,20,9,Graduate,1778832,148236,4,455,470,home,6225912,60,10146397.169738282,Suburban,1705574.4750823732,Land,,,,,,,,,,,,8.5,127734.11858746434,0.8616943157361527,0.8883170467226432,Rejected,4335119
4964,26,Male,Urban,Salaried,20,12,Postgraduate,1878912,156576,4,698,688,home,7828800,60,10396086.91887711,City Center,1175174.3808174408,Independent House,,,,,,,,,,,,8.5,160619.82045321888,1.025826566352563,0.4147545387480805,Rejected,4579020
4965,52,Male,Urban,Salaried,12,2,Graduate,371112,30926,0,600,612,gold,496050,12,,,,,123.0,22.0,738000.0,,,,,,,,,11.0,43841.72170964121,1.4176331148432133,0.5534175638311569,Rejected,174957
4966,31,Male,Rural,Student,0,3,Graduate,0,0,3,681,644,education,1037875,60,,,,,,,,1207545.0,ABC University,42.0,90517.0,,,,,10.0,22051.776529707622,0.24362027607750614,0.05077268775658968,Approved,0
4967,35,Male,Rural,Self-employed,8,12,Graduate,453000,37750,3,702,699,home,2265000,24,3052539.5165897994,Town,717809.4082778154,Independent House,,,,,,,,,,,,8.5,102957.1036063394,2.727340492883163,0.6171225743679009,Rejected,415240
4968,52,Female,Urban,Self-employed,10,6,Postgraduate,0,0,3,788,749,business,5927188,12,,,,,,,,,,,,3092446.0,3.0,Services,HUT32P5ELC8ESXM,13.0,529400.2847913735,2.0542972836054316,0.630802449640949,Rejected,1731158
4969,46,Male,Semi-Urban,Salaried,12,11,School,0,0,1,804,844,business,4885543,24,,,,,,,,,,,,2093804.0,7.0,Manufacturing,2K8ZF0WZMARUDHD,13.0,232267.61855425025,1.3311711233004633,0.5581440458272702,Rejected,2202065
4970,45,Male,Semi-Urban,Self-employed,1,8,Postgraduate,0,0,3,723,677,business,3941275,24,,,,,,,,,,,,1751678.0,4.0,Services,3UIAJJGA30ZGRM2,13.0,187375.3968222985,1.2836290470437959,0.7904154760533264,Rejected,1842250
4971,39,Male,Urban,Self-employed,18,6,School,0,0,0,724,690,business,4029500,180,,,,,,,,,,,,1790889.0,5.0,Services,8FT7IPU72IZLE89,13.0,50982.933130505866,0.34161536397067066,0.2185565371517537,Approved,0
4972,55,Male,Urban,Salaried,15,5,School,1389552,115796,1,589,583,home,4052860,120,5380223.3070957875,City Center,1400480.2163375681,Independent House,,,,,,,,,,,,8.5,50249.66390119512,0.43394991106078895,0.44432750520514586,Rejected,2484745
4973,31,Male,Urban,Self-employed,7,6,Graduate,0,0,4,687,737,business,8055245,60,,,,,,,,,,,,4833147.0,7.0,Services,O5F2JNPCVBB0Z5J,13.0,183281.5778741213,0.4550614608844829,0.37368847887058776,Approved,0
4974,46,Female,Urban,Self-employed,7,12,School,975804,81317,3,586,578,gold,384137,120,,,,,95.0,22.0,570000.0,,,,,,,,,11.0,5291.487608764492,0.06507234168457385,0.6596487792753121,Rejected,251628
4975,30,Female,Semi-Urban,Student,0,8,Postgraduate,0,0,1,672,699,education,842168,180,,,,,,,,984642.0,National Institute,38.0,75671.0,,,,,10.0,9049.9804277001,0.11959641643033792,0.15059307399106525,Approved,0
4976,48,Female,Rural,Salaried,14,4,School,1385208,115434,4,828,794,home,3232152,120,4118620.627648941,Town,506847.677988474,Apartment,,,,,,,,,,,,8.5,40074.059226712896,0.3471599288486312,0.05877809094734703,Approved,0
4977,48,Female,Semi-Urban,Salaried,17,1,School,1164720,97060,1,597,620,gold,189303,240,,,,,41.0,22.0,246000.0,,,,,,,,,11.0,1953.9635924196407,0.020131502085510414,0.5264503323926076,Rejected,141208
4978,22,Male,Rural,Self-employed,12,2,Postgraduate,1196916,99743,4,577,610,gold,753542,36,,,,,189.0,22.0,1134000.0,,,,,,,,,11.0,24669.99837377972,0.24733563632314767,0.6781438097462668,Approved,0
4979,36,Male,Semi-Urban,Student,0,11,Graduate,0,0,4,591,611,education,1252465,180,,,,,,,,1325488.0,ABC University,37.0,36728.0,,,,,10.0,13459.052987502979,0.3664521070437535,0.4412602879023352,Approved,0
4980,30,Female,Urban,Salaried,11,3,Postgraduate,2107176,175598,4,673,692,home,10184684,12,15598959.645826137,Suburban,1991878.2752863246,Land,,,,,,,,,,,,8.5,888305.9229047875,5.058747382685381,0.46195807441250186,Rejected,1207969
4981,44,Female,Semi-Urban,Salaried,7,6,School,1056576,88048,0,582,588,gold,285383,120,,,,,75.0,22.0,450000.0,,,,,,,,,11.0,3931.1511472522484,0.04464781877217255,0.5408677855574805,Rejected,193967
4982,29,Male,Semi-Urban,Student,0,12,School,0,0,2,830,814,education,982516,180,,,,,,,,1084847.0,National Institute,44.0,118019.0,,,,,10.0,10558.16721830109,0.08946158854337938,0.15902344165949112,Approved,0
4983,54,Male,Rural,Salaried,7,4,Graduate,477528,39794,1,817,834,gold,550210,240,,,,,129.0,22.0,774000.0,,,,,,,,,11.0,5679.203753692284,0.1427150764862111,0.05165417137468438,Rejected,346255
4984,33,Female,Semi-Urban,Salaried,4,3,Postgraduate,359136,29928,2,671,641,gold,359849,36,,,,,97.0,22.0,582000.0,,,,,,,,,11.0,11780.994615835956,0.39364456748984084,0.15348536445094352,Approved,0
4985,49,Female,Urban,Self-employed,17,14,Postgraduate,903516,75293,4,696,708,home,2334083,180,3465820.7839783453,City Center,948877.223744679,Independent House,,,,,,,,,,,,8.5,22984.63861581643,0.305269262956934,0.2593991486776208,Rejected,1426386
4986,27,Female,Rural,Student,0,6,Postgraduate,0,0,4,693,686,education,967329,36,,,,,,,,1210104.0,ABC University,36.0,92578.0,,,,,10.0,31212.985921027706,0.33715338332031053,0.00481579673659891,Approved,0
4987,30,Female,Rural,Self-employed,5,8,School,0,0,4,613,646,business,3469924,240,,,,,,,,,,,,2775939.0,12.0,Retail,EL14TA9KIGEFC2T,13.0,40652.78678381663,0.17573636935314485,0.3230779959126939,Approved,0
4988,38,Male,Urban,Self-employed,19,8,School,1480992,123416,1,471,472,gold,808610,60,,,,,189.0,22.0,1134000.0,,,,,,,,,11.0,17581.14072076996,0.14245430674118395,0.7381875595462019,Rejected,586418
4989,39,Male,Semi-Urban,Self-employed,20,14,School,1637976,136498,2,705,743,home,5186924,12,6526526.355779723,Suburban,1901412.517077859,Independent House,,,,,,,,,,,,8.5,452402.3829170342,3.3143517334835253,0.6722594535344915,Rejected,938993
4990,46,Male,Urban,Self-employed,5,4,School,0,0,4,479,493,business,12806792,180,,,,,,,,,,,,4153554.0,5.0,Services,1CFIM181PSA7ZQB,13.0,162036.932659709,0.4681396201702224,0.7688659564026586,Rejected,9831442
4991,25,Male,Urban,Self-employed,14,1,School,1600404,133367,1,803,759,gold,268437,120,,,,,61.0,24.0,366000.0,,,,,,,,,11.0,3697.719978116958,0.027725899046367977,0.226208302089014,Approved,0
4992,24,Male,Urban,Self-employed,3,3,Graduate,1221780,101815,2,461,460,home,5701640,24,8290580.89935662,City Center,1643445.0578087063,Apartment,,,,,,,,,,,,8.5,259171.89413070594,2.5455177933576185,1.0,Rejected,1343925
4993,53,Female,Semi-Urban,Salaried,9,1,Postgraduate,1255488,104624,0,689,641,gold,637464,36,,,,,137.0,24.0,822000.0,,,,,,,,,11.0,20869.75356827239,0.1994738642020224,0.06398255379199924,Approved,0
4994,32,Male,Semi-Urban,Salaried,5,8,Graduate,0,0,1,703,677,business,667780,36,,,,,,,,,,,,667780.0,3.0,Services,Q9AVZ7XS4CZWEJL,13.0,22500.14726875832,0.4043274240395038,0.10493974701540057,Approved,0
4995,36,Male,Urban,Salaried,10,11,Postgraduate,0,0,0,695,654,business,11852728,60,,,,,,,,,,,,4741091.0,4.0,Retail,YAUNJP10T5V7V1C,13.0,269685.9859573207,0.6825922201214548,0.5056078008620608,Rejected,10418573
4996,46,Male,Semi-Urban,Student,0,5,Postgraduate,0,0,3,622,579,education,454925,36,,,,,,,,609165.0,National Institute,48.0,112096.0,,,,,10.0,14679.15013415656,0.13095159625817657,0.16766497298765748,Rejected,288893
